t.ID,avg_kNN_score
10964,46.419961293538414
227695,0.226840078830719
195833,0.21722695231437683
279075,5.185625076293945
188513,6.430052757263184
127729,3.3817635774612427
58838,3.3012272119522095
16381,5.189665794372559
223245,0.5712764859199524
243956,1.164033204317093
22957,50.14803123474121
14103,9.791077613830566
8743,16.174155235290527
66725,1.355073630809784
71380,2.536689043045044
76133,0.5479589700698853
95842,1.6471386551856995
65792,0.9409379959106445
60816,3.2927093505859375
195897,1.545435905456543
76345,7.719741106033325
48170,13.606785297393799
171443,8.53773307800293
262103,3.350627303123474
219406,5.672512769699097
220167,4.105240345001221
125817,6.894510507583618
111652,0.5954059213399887
1944,3.497758150100708
280051,0.2745426222681999
226271,1.8816677927970886
73368,6.34303092956543
58071,2.621569037437439
45207,3.6593494415283203
151115,16.697072505950928
156869,34.44495105743408
149241,18.1090407371521
153011,27.05391788482666
60589,2.094198763370514
43082,2.040074646472931
97206,2.292363405227661
225633,37.877614974975586
211021,1.3000399470329285
72741,18.86040687561035
43933,0.3655004066968104
99158,0.36528398223163094
82361,0.3650783095818042
273535,1.9891096353530884
197239,3.2711853981018066
232680,2.9087523221969604
20769,0.6217766106128693
55282,0.2929322551935911
45104,0.5214806497097015
210592,3.0655603408813477
70289,4.588300824165344
147600,3.7690945863723755
159500,0.46114595234394073
181874,0.8793323636054993
247142,0.31331103295087814
156694,9.180978775024414
156377,0.1500241607427597
156701,4.711902379989624
156531,5.014540910720825
158108,0.13955841213464737
158428,11.698630809783936
8974,38.38280200958252
98359,18.577824592590332
191424,34.923866271972656
215612,16.923346996307373
45547,30.394851684570312
238985,23.997801780700684
49276,7.387518882751465
51344,3.0120290517807007
190891,3.374235153198242
194200,5.2026755809783936
233041,3.1795164346694946
86587,7.41602897644043
189278,2.4972504377365112
48418,6.0897057056427
50173,6.067085266113281
133564,1.6454867720603943
261912,1.4183646440505981
180207,4.062399983406067
90213,0.00385734616429545
61237,0.0036880896950606257
53389,8.36085557937622
63725,3.1955244541168213
257062,0.12054678797721863
234957,0.15148375928401947
277572,0.10424193739891052
182512,0.07684951648116112
83631,8.480774402618408
245367,8.772704601287842
146714,11.144564628601074
69357,57.51889610290527
48499,13.6264066696167
196506,37.73987007141113
194351,0.05833797808736563
262954,0.04476204048842192
178256,4.179828882217407
250756,0.8821513950824738
268489,0.7859928905963898
129716,2.048204183578491
132094,2.922721266746521
17350,2.7014089822769165
38047,1.0153337121009827
234024,3.986822485923767
204240,2.7208333015441895
229193,5.739778280258179
205893,1.967469036579132
191790,27.146251678466797
191169,5.169689416885376
196899,12.956356048583984
55669,12.561728239059448
31385,39.466623306274414
258986,9.830446243286133
131456,0.9704209491610527
107723,1.8514906167984009
19340,2.4114556312561035
92582,3.914404511451721
45020,2.740886390209198
144763,2.5937485694885254
54361,1.3197094798088074
45844,1.859651803970337
